slot; time; display; program.state; capacity; hours; minutes; charger.voltage; charger.amperage; battery.fill; battery.voltage; charged.capacity; discharged.capacity; battery.resistor; charger.volume.pre3; charger.volume.pre2; charger.volume.pre1; charger.volume.pre0
1;1420805871;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1072;1229;1229;1228;1228
2;1420805871;'CHK';'Discharge';'1500-2200 mAh';0;11;0;720;0;1223;0;14654;1162;1225;1224;1224;1224
3;1420805871;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1066;1231;1231;1231;1230
4;1420805871;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13489;1120;1228;1228;1227;1227
1;1420805872;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1072;1229;1229;1228;1228
2;1420805872;'CHK';'Discharge';'1500-2200 mAh';0;11;0;720;0;1223;0;14654;1162;1225;1224;1224;1224
3;1420805872;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1065;1231;1231;1231;1230
4;1420805872;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13489;1120;1228;1228;1227;1227
1;1420805873;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1072;1229;1229;1228;1228
2;1420805873;'CHK';'Discharge';'1500-2200 mAh';0;11;0;720;0;1223;0;14654;1161;1225;1224;1224;1224
3;1420805873;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1065;1231;1231;1231;1230
4;1420805873;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13489;1120;1228;1228;1227;1227
1;1420805874;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1228;1229;1228;1228;1228
2;1420805874;'CHK';'Discharge';'1500-2200 mAh';0;11;0;720;0;1223;0;14654;1223;1224;1224;1224;1223
3;1420805874;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1230;1231;1231;1230;1230
4;1420805874;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13489;1226;1228;1227;1227;1227
1;1420805875;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1229;1229;1228;1228;1228
2;1420805875;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14654;1225;1224;1224;1224;1223
3;1420805875;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1231;1231;1231;1230;1230
4;1420805875;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13489;1228;1228;1227;1227;1227
1;1420805876;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1073;1229;1228;1228;1228
2;1420805876;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14654;1162;1224;1224;1224;1223
3;1420805876;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1066;1231;1231;1230;1230
4;1420805876;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13489;1120;1228;1227;1227;1227
1;1420805877;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1073;1229;1228;1228;1228
2;1420805877;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14654;1162;1224;1224;1224;1223
3;1420805877;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1066;1231;1231;1230;1230
4;1420805877;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13489;1120;1228;1227;1227;1227
1;1420805878;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;13946;1072;1229;1228;1228;1228
2;1420805878;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14654;1162;1224;1224;1224;1223
3;1420805878;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;12942;1066;1231;1231;1230;1230
4;1420805878;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13489;1120;1228;1227;1227;1227
1;1420805879;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;14112;1072;1229;1228;1228;1228
2;1420805879;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1162;1224;1224;1224;1223
3;1420805879;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1066;1231;1231;1230;1230
4;1420805879;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13663;1120;1228;1227;1227;1227
1;1420805880;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;14112;1072;1229;1228;1228;1228
2;1420805880;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1162;1224;1224;1224;1223
3;1420805880;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1065;1231;1231;1230;1230
4;1420805880;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13663;1120;1228;1227;1227;1227
1;1420805881;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;14112;1072;1229;1228;1228;1228
2;1420805881;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1161;1224;1224;1224;1223
3;1420805881;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1065;1231;1231;1230;1230
4;1420805881;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13663;1120;1228;1227;1227;1227
1;1420805882;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1228;0;14112;1072;1229;1228;1228;1228
2;1420805882;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1161;1224;1224;1224;1223
3;1420805882;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1065;1231;1231;1230;1230
4;1420805882;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;13663;1119;1228;1227;1227;1227
1;1420805883;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14112;1227;1228;1228;1228;1228
2;1420805883;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1223;1224;1224;1223;1223
3;1420805883;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1230;1231;1230;1230;1230
4;1420805883;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13663;1227;1227;1227;1227;1226
1;1420805884;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14112;1229;1228;1228;1228;1228
2;1420805884;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1225;1224;1224;1223;1223
3;1420805884;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1231;1231;1230;1230;1230
4;1420805884;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13663;1228;1227;1227;1227;1226
1;1420805885;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14112;1073;1228;1228;1228;1228
2;1420805885;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1162;1224;1224;1223;1223
3;1420805885;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1066;1231;1230;1230;1230
4;1420805885;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13663;1121;1227;1227;1227;1226
1;1420805886;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14112;1072;1228;1228;1228;1228
2;1420805886;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1162;1224;1224;1223;1223
3;1420805886;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1066;1231;1230;1230;1230
4;1420805886;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13663;1120;1227;1227;1227;1226
1;1420805887;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14112;1072;1228;1228;1228;1228
2;1420805887;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;14834;1162;1224;1224;1223;1223
3;1420805887;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13107;1065;1231;1230;1230;1230
4;1420805887;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13663;1120;1227;1227;1227;1226
1;1420805888;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1072;1228;1228;1228;1228
2;1420805888;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1162;1224;1224;1223;1223
3;1420805888;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13272;1065;1231;1230;1230;1230
4;1420805888;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1227;1226
1;1420805889;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1072;1228;1228;1228;1228
2;1420805889;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1162;1224;1224;1223;1223
3;1420805889;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13272;1065;1231;1230;1230;1230
4;1420805889;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1227;1226
1;1420805890;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1071;1228;1228;1228;1228
2;1420805890;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1162;1224;1224;1223;1223
3;1420805890;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13272;1065;1231;1230;1230;1230
4;1420805890;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1227;1226
1;1420805891;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1071;1228;1228;1228;1228
2;1420805891;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1161;1224;1224;1223;1223
3;1420805891;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1230;0;13272;1065;1231;1230;1230;1230
4;1420805891;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1227;1226
1;1420805892;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1227;1228;1228;1228;1227
2;1420805892;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1223;1224;1223;1223;1223
3;1420805892;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13272;1229;1230;1230;1230;1230
4;1420805892;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1227;1227;1227;1226;1227
1;1420805893;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1228;1228;1228;1228;1227
2;1420805893;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1225;1224;1223;1223;1223
3;1420805893;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13272;1231;1230;1230;1230;1230
4;1420805893;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1228;1227;1227;1226;1227
1;1420805894;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1072;1228;1228;1228;1227
2;1420805894;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1162;1224;1223;1223;1223
3;1420805894;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13272;1065;1230;1230;1230;1230
4;1420805894;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1226;1227
1;1420805895;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1072;1228;1228;1228;1227
2;1420805895;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1162;1224;1223;1223;1223
3;1420805895;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13272;1065;1230;1230;1230;1230
4;1420805895;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1226;1227
1;1420805896;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14278;1071;1228;1228;1228;1227
2;1420805896;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15014;1162;1224;1223;1223;1223
3;1420805896;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13272;1065;1230;1230;1230;1230
4;1420805896;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;13837;1120;1227;1227;1226;1227
1;1420805897;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1071;1228;1228;1228;1227
2;1420805897;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1162;1224;1223;1223;1223
3;1420805897;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13437;1065;1230;1230;1230;1230
4;1420805897;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;14011;1120;1227;1227;1226;1227
1;1420805898;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1071;1228;1228;1228;1227
2;1420805898;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1161;1224;1223;1223;1223
3;1420805898;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13437;1065;1230;1230;1230;1230
4;1420805898;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;14011;1120;1227;1227;1226;1227
1;1420805899;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1071;1228;1228;1228;1227
2;1420805899;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1161;1224;1223;1223;1223
3;1420805899;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13437;1065;1230;1230;1230;1230
4;1420805899;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;14011;1120;1227;1227;1226;1227
1;1420805900;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1071;1228;1228;1228;1227
2;1420805900;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1161;1224;1223;1223;1223
3;1420805900;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13437;1065;1230;1230;1230;1230
4;1420805900;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1227;0;14011;1119;1227;1227;1226;1227
1;1420805901;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1227;1228;1228;1227;1227
2;1420805901;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1223;1223;1223;1223;1223
3;1420805901;'CHK';'Discharge';'1500-2200 mAh';0;11;0;660;0;1229;0;13437;1229;1230;1230;1230;1229
4;1420805901;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14011;1226;1227;1226;1227;1227
1;1420805902;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1228;1228;1228;1227;1227
2;1420805902;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1225;1223;1223;1223;1223
3;1420805902;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13437;1230;1230;1230;1230;1229
4;1420805902;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14011;1228;1227;1226;1227;1227
1;1420805903;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1072;1228;1228;1227;1227
2;1420805903;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1162;1223;1223;1223;1223
3;1420805903;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13437;1065;1230;1230;1230;1229
4;1420805903;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14011;1120;1227;1226;1227;1227
1;1420805904;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1071;1228;1228;1227;1227
2;1420805904;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1162;1223;1223;1223;1223
3;1420805904;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13437;1065;1230;1230;1230;1229
4;1420805904;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14011;1120;1227;1226;1227;1227
1;1420805905;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14444;1071;1228;1228;1227;1227
2;1420805905;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15194;1162;1223;1223;1223;1223
3;1420805905;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13437;1065;1230;1230;1230;1229
4;1420805905;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14011;1120;1227;1226;1227;1227
1;1420805906;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14610;1071;1228;1228;1227;1227
2;1420805906;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1161;1223;1223;1223;1223
3;1420805906;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1230;1229
4;1420805906;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14185;1120;1227;1226;1227;1227
1;1420805907;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14610;1071;1228;1228;1227;1227
2;1420805907;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1161;1223;1223;1223;1223
3;1420805907;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1230;1229
4;1420805907;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14185;1119;1227;1226;1227;1227
1;1420805908;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14610;1071;1228;1228;1227;1227
2;1420805908;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1161;1223;1223;1223;1223
3;1420805908;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1230;1229
4;1420805908;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14185;1119;1227;1226;1227;1227
1;1420805909;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1227;0;14610;1071;1228;1228;1227;1227
2;1420805909;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1161;1223;1223;1223;1223
3;1420805909;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1230;1229
4;1420805909;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14185;1119;1227;1226;1227;1227
1;1420805910;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14610;1226;1228;1227;1227;1227
2;1420805910;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1223;1223;1223;1223;1223
3;1420805910;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1229;1230;1230;1229;1229
4;1420805910;'CHK';'Discharge';'1500-2200 mAh';0;11;0;696;0;1226;0;14185;1226;1226;1227;1227;1226
1;1420805911;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14610;1228;1228;1227;1227;1227
2;1420805911;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1224;1223;1223;1223;1223
3;1420805911;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1230;1230;1230;1229;1229
4;1420805911;'CHK';'Discharge';'1500-2200 mAh';0;12;0;696;0;1226;0;14185;1228;1226;1227;1227;1226
1;1420805912;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14610;1072;1228;1227;1227;1227
2;1420805912;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1162;1223;1223;1223;1223
3;1420805912;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1229;1229
4;1420805912;'CHK';'Discharge';'1500-2200 mAh';0;12;0;696;0;1226;0;14185;1120;1226;1227;1227;1226
1;1420805913;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14610;1072;1228;1227;1227;1227
2;1420805913;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1161;1223;1223;1223;1223
3;1420805913;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1229;1229
4;1420805913;'CHK';'Discharge';'1500-2200 mAh';0;12;0;696;0;1226;0;14185;1120;1226;1227;1227;1226
1;1420805914;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14610;1071;1228;1227;1227;1227
2;1420805914;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15374;1161;1223;1223;1223;1223
3;1420805914;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13602;1065;1230;1230;1229;1229
4;1420805914;'CHK';'Discharge';'1500-2200 mAh';0;12;0;696;0;1226;0;14185;1119;1226;1227;1227;1226
1;1420805915;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14776;1071;1228;1227;1227;1227
2;1420805915;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805915;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1065;1230;1230;1229;1229
4;1420805915;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1119;1226;1227;1227;1226
1;1420805916;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14776;1071;1228;1227;1227;1227
2;1420805916;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805916;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1065;1230;1230;1229;1229
4;1420805916;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1119;1226;1227;1227;1226
1;1420805917;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14776;1071;1228;1227;1227;1227
2;1420805917;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805917;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1064;1230;1230;1229;1229
4;1420805917;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1119;1226;1227;1227;1226
1;1420805918;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14776;1071;1228;1227;1227;1227
2;1420805918;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805918;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1064;1230;1230;1229;1229
4;1420805918;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1119;1226;1227;1227;1226
1;1420805919;'CHK';'Discharge';'1500-2200 mAh';0;12;0;664;0;1226;0;14776;1226;1227;1227;1227;1226
2;1420805919;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1223;1223;1223;1223;1223
3;1420805919;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1229;1230;1229;1229;1229
4;1420805919;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1226;1227;1227;1226;1226
1;1420805920;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14776;1228;1227;1227;1227;1226
2;1420805920;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1224;1223;1223;1223;1223
3;1420805920;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1230;1230;1229;1229;1229
4;1420805920;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1227;1227;1227;1226;1226
1;1420805921;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14776;1072;1227;1227;1227;1226
2;1420805921;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805921;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1065;1230;1229;1229;1229
4;1420805921;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1120;1227;1227;1226;1226
1;1420805922;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14776;1071;1227;1227;1227;1226
2;1420805922;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805922;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1065;1230;1229;1229;1229
4;1420805922;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1119;1227;1227;1226;1226
1;1420805923;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14776;1071;1227;1227;1227;1226
2;1420805923;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15554;1161;1223;1223;1223;1223
3;1420805923;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13767;1065;1230;1229;1229;1229
4;1420805923;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14358;1119;1227;1227;1226;1226
1;1420805924;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14942;1071;1227;1227;1227;1226
2;1420805924;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15734;1161;1223;1223;1223;1223
3;1420805924;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13932;1065;1230;1229;1229;1229
4;1420805924;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14531;1119;1227;1227;1226;1226
1;1420805925;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14942;1071;1227;1227;1227;1226
2;1420805925;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15734;1161;1223;1223;1223;1223
3;1420805925;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13932;1064;1230;1229;1229;1229
4;1420805925;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14531;1119;1227;1227;1226;1226
1;1420805926;'CHK';'Discharge';'1500-2200 mAh';0;13;0;664;0;1226;0;14942;1071;1227;1227;1227;1226
2;1420805926;'CHK';'Discharge';'1500-2200 mAh';0;12;0;720;0;1223;0;15734;1160;1223;1223;1223;1223
3;1420805926;'CHK';'Discharge';'1500-2200 mAh';0;12;0;660;0;1229;0;13932;1064;1230;1229;1229;1229
4;1420805926;'CHK';'Discharge';'1500-2200 mAh';0;12;0;692;0;1226;0;14531;1119;1227;1227;1226;1226
